id,dataset_id,intent_type,question,sql_text,tags,quality_score,usage_count,last_used_at,is_active,created_by,created_at,updated_at
1002,63,segment,食饮行业部今年食饮板块的指标和实际达成怎样,"SELECT SUM(总任务金额) AS 食饮线任务, SUM(年度开单金额) AS 食饮线销售, CASE WHEN SUM(总任务金额) > 0 THEN ROUND(SUM(年度开单金额) / SUM(总任务金额) * 100, 2) ELSE 0 END AS 达成率 FROM public.v_feishu_tbl_gamma_v2 WHERE 节点名称 = '食饮行业部' AND 层级 = '战区' AND 行业线 = '食饮部' AND 年份 = '2026';","['行业线', '战区', '业绩分析']",96,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
1003,63,ranking,2026年各区域战区大盘年度开单金额排名,"SELECT 节点名称 AS 战区, SUM(年度开单金额) AS 累计开单 FROM public.v_feishu_tbl_gamma_v2 WHERE 年份 = '2026' AND 层级 = '战区' AND 线 = '区域线' AND 行业线 = '总额(未拆分)' GROUP BY 节点名称 ORDER BY 累计开单 DESC;","['排名', '战区', '官方值']",96,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
1004,63,drilldown,澔原战区下属片区一季度的完成情况,"SELECT 节点名称 AS 片区, SUM(总任务金额) AS 一季度任务, SUM(年度开单金额) AS 一季度开单 FROM public.v_feishu_tbl_gamma_v2 WHERE 上级名称 = '澔原战区' AND 层级 = '片区' AND 行业线 = '总额(未拆分)' AND 年份 = '2026' AND 月份 IN (1, 2, 3) GROUP BY 节点名称;","['下钻', '片区', '一季度']",96,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
1005,63,detail,商用事业群2026年整体完成情况,"SELECT SUM(总任务金额) AS 全年总指标, SUM(年度开单金额) AS 全年总开单, CASE WHEN SUM(总任务金额) > 0 THEN ROUND(SUM(年度开单金额) / SUM(总任务金额) * 100, 2) ELSE 0 END AS 整体达成率 FROM public.v_feishu_tbl_gamma_v2 WHERE 年份 = '2026' AND 行业线 = '总额(未拆分)' AND 层级 = '事业群';","['总览', '事业群']",95,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
1006,13,detail,线下业务完成最好的战区是哪个？,"WITH
-- 1. 精准找出：线下业务达成率最高的【战区】
find_best_branch AS (
    SELECT 
        fields ->> '战区' AS best_branch_name
    FROM public.feishu_tbl_alpha
    -- 只计算【战区】本身的业绩（排除下级干扰）
    WHERE COALESCE(fields ->> '城市战区', '') = ''
      AND COALESCE(fields ->> '战区', '') <> ''
    ORDER BY 
        -- 按线下达成率降序（核心排名）
        CASE WHEN COALESCE((fields->>'线下')::NUMERIC,0)=0 THEN 0 
             ELSE (fields->>'线下-年度开单金额')::NUMERIC/(fields->>'线下')::NUMERIC*100 END DESC,
        -- 达成率相同按实际金额降序
        COALESCE((fields->>'线下-年度开单金额')::NUMERIC,0) DESC
    LIMIT 1
)
-- 2. 展示：最优战区 + 它的【所有下级城市战区】（全部显示）
SELECT
    -- 层级判断
    CASE WHEN COALESCE(fields->>'城市战区','')='' THEN '战区' ELSE '城市战区' END AS 层级,
    -- 节点名称
    CASE WHEN COALESCE(fields->>'城市战区','')='' THEN fields->>'战区' ELSE fields->>'城市战区' END AS 节点名称,
    -- 仅线下核心字段
    ROUND(COALESCE((fields->>'线下')::NUMERIC,0)/10000,2) AS 线下任务_万元,
    ROUND(COALESCE((fields->>'线下-年度开单金额')::NUMERIC,0)/10000,2) AS 线下实际_万元,
    -- 线下达成率
    ROUND(CASE WHEN COALESCE((fields->>'线下')::NUMERIC,0)=0 THEN 0 
         ELSE (fields->>'线下-年度开单金额')::NUMERIC/(fields->>'线下')::NUMERIC*100 END,2) || '%' AS 线下达成率
FROM public.feishu_tbl_alpha
-- 关键：匹配最优战区的【自身+全部下级】
WHERE fields->>'战区' = (SELECT best_branch_name FROM find_best_branch)
-- 排序：战区在上，下级城市战区在下
ORDER BY 
    CASE WHEN COALESCE(fields->>'城市战区','')='' THEN 1 ELSE 2 END,
    线下达成率 DESC;",[],99,0,,True,ui,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
1000,63,filter,食饮行业部今年有哪些活跃业务员（开过单的）,"SELECT 节点名称 AS 客户经理, SUM(年度开单金额) AS 累计开单 FROM public.v_feishu_tbl_gamma_v2 WHERE 上级名称 = '食饮行业部' AND 层级 = '客户经理' AND 行业线 = '食饮部' AND 年份 = '2026' GROUP BY 节点名称 HAVING SUM(年度开单金额) > 0 ORDER BY 累计开单 DESC;","['筛选', '客户经理', '活跃度']",97,0,,True,ui,2026-06-26 07:37:03.976592+00:00,2026-06-26 07:37:03.976592+00:00
1007,13,single_entity,找出消费者事业群达成率最高、最低的两家战区，对比二者任务体量、实际开单、缺口差距,"-- 消费者事业群：达成率最高/最低战区对比
WITH valid_branch AS (
    -- 第一步：筛选【有有效达成率】的战区（排除无任务、达成率为空的数据）
    SELECT
        节点名称 AS 战区名称,
        总任务_万元,
        总实际_万元,
        总达成率,
        (总任务_万元 - 总实际_万元) AS 任务缺口_万元, -- 计算剩余缺口
        层级
    FROM (
        SELECT
            CASE
                WHEN fields ->> '战区' IS NULL OR fields ->> '战区' = '' THEN '消费者事业群总体'
                WHEN fields ->> '城市站' IS NULL OR fields ->> '城市站' = '' THEN '战区'
                ELSE '城市站'
            END AS 层级,
            CASE
                WHEN fields ->> '战区' IS NULL OR fields ->> '战区' = '' THEN '消费者事业群'
                WHEN fields ->> '城市站' IS NULL OR fields ->> '城市站' = '' THEN fields ->> '战区'
                ELSE fields ->> '城市站'
            END AS 节点名称,
            ROUND(COALESCE((fields ->> '总任务（金额）')::NUMERIC, 0) / 10000, 2) AS 总任务_万元,
            ROUND(COALESCE((fields ->> '年度开单金额')::NUMERIC, 0) / 10000, 2) AS 总实际_万元,
            fields ->> '总任务达成率' AS 总达成率
        FROM public.feishu_tbl_alpha
    ) t
    WHERE 层级 = '战区' 
      AND 总达成率 IS NOT NULL -- 只统计有任务、有达成率的有效战区
),
-- 最高达成率战区
top_1 AS (SELECT * FROM valid_branch ORDER BY 总达成率 DESC LIMIT 1),
-- 最低达成率战区
bottom_1 AS (SELECT * FROM valid_branch ORDER BY 总达成率 ASC LIMIT 1)

-- 合并结果输出对比
SELECT '达成率最高' AS 排名类型, * FROM top_1
UNION ALL
SELECT '达成率最低' AS 排名类型, * FROM bottom_1;","['单体分析', '战区']",95,0,,True,ui,2026-06-26 07:37:11.907836+00:00,2026-06-26 07:37:11.907836+00:00
1665,3,single_entity,商用事业群中的澔原战区业绩怎么样,"WITH RECURSIVE 汇总结果 AS (
WITH 字段提取 AS (
    SELECT
        CASE WHEN jsonb_typeof(fields->'战区') = 'array' THEN fields->'战区'->0->>'text' ELSE fields->>'战区' END AS 战区,
        CASE WHEN jsonb_typeof(fields->'片区') = 'array' THEN fields->'片区'->0->>'text' ELSE fields->>'片区' END AS 片区,
        CASE WHEN jsonb_typeof(fields->'客户经理') = 'array' THEN fields->'客户经理'->0->>'text' ELSE fields->>'客户经理' END AS 客户经理,
        CASE WHEN jsonb_typeof(fields->'总任务（金额）') = 'array' THEN fields->'总任务（金额）'->0->>'text' ELSE fields->>'总任务（金额）' END AS 任务原始,
        CASE WHEN jsonb_typeof(fields->'年度开单金额') = 'array' THEN fields->'年度开单金额'->0->>'text' ELSE fields->>'年度开单金额' END AS 开单原始,
        CASE WHEN jsonb_typeof(fields->'当前年') = 'array' THEN fields->'当前年'->0->>'text' ELSE fields->>'当前年' END AS 当前年
    FROM datapivot_core_data
),
基础数据 AS (
    SELECT
        战区, 片区, 客户经理,
        COALESCE(NULLIF(regexp_replace(任务原始, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 任务金额,
        COALESCE(NULLIF(regexp_replace(开单原始, '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC AS 开单金额,
        CASE WHEN 战区 LIKE '%战区' THEN '区域线' WHEN 战区 LIKE '%行业部' THEN '行业线' ELSE '事业群层级' END AS 线类型
    FROM 字段提取
    WHERE COALESCE(NULLIF(当前年, ''), '2026') = '2026'
),
维度汇总 AS (
    SELECT '区域线' AS 线, 战区 AS 上级名称, 片区 AS 节点名称, '片区' AS 层级, 任务金额, 开单金额
    FROM 基础数据 WHERE 线类型='区域线' AND 片区<>'' AND (客户经理 IS NULL OR 客户经理='')
    UNION ALL
    SELECT '区域线','商用事业群',战区,'战区',任务金额,开单金额
    FROM 基础数据 WHERE 线类型='区域线' AND (片区 IS NULL OR 片区='') AND (客户经理 IS NULL OR 客户经理='')
    UNION ALL
    SELECT '区域线',片区,客户经理,'客户经理',任务金额,开单金额
    FROM 基础数据 WHERE 线类型='区域线' AND 片区<>'' AND 客户经理<>''
    UNION ALL
    SELECT '行业线',战区,客户经理,'客户经理',任务金额,开单金额
    FROM 基础数据 WHERE 线类型='行业线' AND 客户经理<>''
    UNION ALL
    SELECT '行业线','商用事业群',战区,'行业部',任务金额,开单金额
    FROM 基础数据 WHERE 线类型='行业线' AND (客户经理 IS NULL OR 客户经理='')
)
SELECT 线, 层级, 节点名称, 上级名称,
       SUM(任务金额) AS 总任务金额,
       SUM(开单金额) AS 年度开单金额,
       CASE WHEN SUM(任务金额)>0 THEN ROUND(SUM(开单金额)/SUM(任务金额)*100, 2) ELSE 0 END AS 达成率,
       ROUND(SUM(任务金额)-SUM(开单金额), 2) AS 剩余任务金额
FROM 维度汇总
GROUP BY 线, 层级, 节点名称, 上级名称
),
命中链路 AS (
    SELECT *
    FROM 汇总结果
    WHERE 节点名称 = '澔原战区'
    UNION ALL
    SELECT 子节点.*
    FROM 汇总结果 子节点
    JOIN 命中链路 父节点
      ON 子节点.上级名称 = 父节点.节点名称
)
SELECT *
FROM 命中链路
ORDER BY 线 DESC,
  CASE 层级
    WHEN '战区' THEN 1
    WHEN '片区' THEN 2
    WHEN '客户经理' THEN 3
    WHEN '行业部' THEN 1
    ELSE 9
  END,
  上级名称,
  节点名称
LIMIT 10000;","['战区', '澔原', '下钻', '客户经理']",98,0,,True,ui,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
2393,62,filter,月度利润为正的业务有哪些,"SELECT 行业部, 细分业务, 月度阈值开单差额万 FROM v_feishu_tbl_beta WHERE 层级级别 = '客户经理' AND 月度阈值开单差额万 > 0 ORDER BY 月度阈值开单差额万 DESC;",[],90,0,,True,ui,2026-07-02 02:54:33.797427+00:00,2026-07-02 02:54:33.797427+00:00
1666,3,ranking_template,商用四个战区的业绩情况怎么样/四大战区区域业绩整体盘点,"WITH 汇总结果 AS (
WITH raw_data AS (
  SELECT TRIM(COALESCE(CASE WHEN jsonb_typeof(fields->'战区') = 'array' THEN fields->'战区'->0->>'text' ELSE fields->>'战区' END,
        '')) AS 战区,
    TRIM(COALESCE(CASE WHEN jsonb_typeof(fields->'片区') = 'array' THEN fields->'片区'->0->>'text' ELSE fields->>'片区' END,
        '')) AS 片区,
    TRIM(COALESCE(CASE WHEN jsonb_typeof(fields->'客户经理') = 'array' THEN fields->'客户经理'->0->>'text' ELSE fields->>'客户经理' END,
        '')) AS 客户经理,
    '' AS 行业部,
    SUM(COALESCE(NULLIF(regexp_replace(COALESCE(CASE WHEN jsonb_typeof(fields->'总任务（金额）') = 'array' THEN fields->'总任务（金额）'->0->>'text' ELSE fields->>'总任务（金额）' END,
              '0'),
            '[^0-9.-]',
            '',
            'g'),
          ''),
        '0')::NUMERIC) AS 总任务金额,
    SUM(COALESCE(NULLIF(regexp_replace(COALESCE(CASE WHEN jsonb_typeof(fields->'年度开单金额') = 'array' THEN fields->'年度开单金额'->0->>'text' ELSE fields->>'年度开单金额' END,
              '0'),
            '[^0-9.-]',
            '',
            'g'),
          ''),
        '0')::NUMERIC) AS 年度开单金额
  FROM datapivot_core_data
  WHERE COALESCE(NULLIF(TRIM(CASE WHEN jsonb_typeof(fields->'当前年') = 'array' THEN fields->'当前年'->0->>'text' ELSE fields->>'当前年' END),
        ''),
      '2026') = '2026'
  GROUP BY 1,
    2,
    3,
    4 ),
  flattened_tree AS (
  SELECT CASE WHEN 客户经理 <> '' THEN '客户经理' WHEN 片区 <> '' THEN '片区' WHEN 战区 <> ''
    AND 战区 LIKE '%行业部' THEN '行业部' WHEN 行业部 <> '' THEN '行业部' WHEN 战区 <> '' THEN '战区' ELSE '事业群' END AS 层级,
    CASE WHEN 客户经理 <> '' THEN COALESCE(NULLIF(片区,
        ''),
      NULLIF(行业部,
        ''),
      NULLIF(战区,
        ''),
      '商用事业群') WHEN 片区 <> '' THEN NULLIF(战区,
      '') WHEN 战区 <> ''
    OR 行业部 <> '' THEN '商用事业群' ELSE NULL END AS 上级名称,
    CASE WHEN 客户经理 <> '' THEN 客户经理 WHEN 片区 <> '' THEN 片区 WHEN 战区 <> '' THEN 战区 WHEN 行业部 <> '' THEN 行业部 ELSE '商用事业群' END AS 节点名称,
    CASE WHEN COALESCE(NULLIF(战区,
        ''),
      NULLIF(行业部,
      '')) LIKE '%行业部' THEN '行业线' WHEN COALESCE(NULLIF(战区,
        ''),
      NULLIF(行业部,
        '')) LIKE '%战区' THEN '区域线' ELSE '事业群层级' END AS 线,
    总任务金额,
    年度开单金额
  FROM raw_data ),
  summarized_nodes AS (
  SELECT 线,
    层级,
    上级名称,
    节点名称,
    SUM(总任务金额) AS 总任务金额,
    SUM(年度开单金额) AS 年度开单金额
  FROM flattened_tree
  WHERE 节点名称 <> ''
  GROUP BY 线,
    层级,
    上级名称,
    节点名称 )
SELECT 线,
  层级,
  节点名称,
  上级名称,
  总任务金额,
  年度开单金额,
  CASE WHEN 总任务金额 = 0 THEN 0 ELSE ROUND((年度开单金额 / 总任务金额) * 100,
    2) END AS 达成率,
  ROUND(总任务金额 - 年度开单金额,
    2) AS 剩余任务金额
FROM summarized_nodes ),
命中节点 AS (
SELECT 节点名称
FROM 汇总结果
WHERE 节点名称 LIKE '%战区%'
   OR 上级名称 LIKE '%战区%'
),
命中孙级 AS (
SELECT 子节点.节点名称
FROM 汇总结果 子节点
WHERE 子节点.上级名称 IN (
  SELECT 节点名称
  FROM 命中节点)
)
SELECT *
FROM 汇总结果
WHERE 节点名称 LIKE '%战区%'
   OR 上级名称 LIKE '%战区%'
   OR 节点名称 IN (SELECT 节点名称 FROM 命中孙级)
ORDER BY 线 DESC,
层级 DESC,
上级名称,
节点名称
LIMIT 10000","['phase1', 'ranking_template', 'representative_office']",96,0,,True,ui,2026-06-27 12:03:29.129775+00:00,2026-06-27 12:03:29.129775+00:00
